Year,Rank,School,Median ATAR,No. eligible Yr 12 students,No. Students with an ATAR,Percentage of students with an ATAR,Longitude,Latitude,Sector,Gender,Religion
2016,1,Perth Modern School,95.55,222,220,99.1,115.83639579999999,-31.94506602,Government,Co-ed,Secular
2016,2,Presbyterian Ladies' College,92.9,122,110,90.16,115.76490600000001,-31.993592,Non-government,Girls,Uniting
2016,3,Penrhos College,92.65,145,123,84.83,115.87253940000001,-31.99743072,Non-government,Girls,Uniting
2016,4,Christ Church Grammar School,92.5,188,171,90.96,115.7769868,-31.98546117,Non-government,Boys,Anglican
2016,5,Santa Maria College,91.85,189,151,79.89,115.795823,-32.018614,Non-government,Girls,Catholic
2016,6,St Hilda's Anglican School for Girls,91.4,135,127,94.07,115.767812,-32.005047,Non-government,Girls,Anglican
2016,7,Perth College,90.55,140,127,90.71,115.87548090000001,-31.93117853,Non-government,Girls,Catholic
2016,8,St Mary's Anglican Girls' School,90.4,174,156,89.66,115.766244,-31.87697112,Non-government,Girls,Anglican
2016,9,Methodist Ladies' College,90.3,102,100,98.04,115.77554029999999,-31.98701169,Non-government,Girls,Methodist
2016,10,Shenton College,90.0,287,210,73.17,115.803008,-31.95969986,Government,Co-ed,Secular
2016,11,Hale School,89.8,198,181,91.41,115.7837828,-31.91232249,Non-government,Boys,Anglican
2016,12,Carmel School,89.35,24,24,100.0,115.86207490000001,-31.89910743,Non-government,Co-ed,Jewish
2016,13,John XXIII College,88.6,157,139,88.54,115.78479879999999,-31.9599189,Non-government,Co-ed,Catholic
2016,14,Willetton Senior High School,88.05,389,289,74.29,115.8792246,-32.06131317,Government,Co-ed,Secular
2016,15,Rossmoyne Senior High School,87.35,366,310,84.7,115.8705457,-32.04626472,Government,Co-ed,Secular
2016,16,Scotch College,87.3,161,138,85.71,115.7731945,-31.98113329,Non-government,Boys,Christian
2016,17,Iona Presentation College,86.7,150,109,72.67,115.76773490000002,-32.00852636,Non-government,Girls,Catholic
2016,18,Margaret River Senior High School,86.4,108,48,44.44,115.07467140000001,-33.95431827,Government,Co-ed,Secular
2016,19,Corpus Christi College,86.35,210,134,63.81,115.84290559999998,-32.05699614,Non-government,Co-ed,Catholic
2016,19,Sacred Heart College,86.35,213,161,75.59,115.74656999999999,-31.82737166,Non-government,Co-ed,Catholic
2016,21,Trinity College,85.7,194,157,80.93,115.88257659999998,-31.96013472,Non-government,Boys,Catholic
2016,22,Lake Joondalup Baptist College,85.4,140,100,71.43,115.7614206,-31.73747504,Non-government,Co-ed,Baptist
2016,23,Mercedes College,85.35,153,129,84.31,115.8670832,-31.95623304,Non-government,Girls,Catholic
2016,24,Applecross Senior High School,85.1,237,176,74.26,115.83509,-32.029376,Government,Co-ed,Secular
2016,24,St Stephen's School - Carramar,85.1,102,67,65.69,115.78828,-31.71704,Non-government,Co-ed,Christian
2016,26,All Saints' College,85.0,123,108,87.8,115.867023,-32.04946998,Non-government,Co-ed,Anglican
2016,27,Guildford Grammar School,84.85,111,84,75.68,115.98189199999999,-31.894036,Non-government,Co-ed,Anglican
2016,28,Churchlands Senior High School,84.7,346,271,78.32,115.7899902,-31.91728978,Government,Co-ed,Secular
2016,29,St Mary Mackillop College,84.65,110,66,60.0,115.33025090000001,-33.66260748,Non-government,Co-ed,Catholic
2016,30,St Norbert College,84.55,141,64,45.39,115.94034429999999,-32.00436432,Non-government,Co-ed,Catholic
2016,31,Newman College,84.5,190,142,74.74,115.7873551,-31.9231958,Non-government,Co-ed,Catholic
2016,32,Ursula Frayne Catholic College,84.45,119,84,70.59,115.8990335,-31.97297817,Non-government,Co-ed,Catholic
2016,33,John Calvin Christian College,84.35,51,38,74.51,116.0066034,-32.14876453,Non-government,Co-ed,Christian
2016,34,John Curtin College of the Arts,84.25,200,154,77.0,115.75622379999999,-32.04863279,Government,Co-ed,Secular
2016,35,Eastern Goldfields College,83.8,151,32,21.19,121.47537460000001,-30.75101639,Government,Co-ed,Secular
2016,36,Chisholm Catholic College,83.7,274,192,70.07,115.90056470000002,-31.91151257,Non-government,Co-ed,Catholic
2016,37,Aquinas College,83.4,184,135,73.37,115.86175379999999,-32.02617519,Non-government,Boys,Catholic
2016,38,St Stephen's School - Duncraig,83.15,145,118,81.38,115.7806424,-31.819274800000002,Non-government,Co-ed,Christian
2016,39,St Brigid's College,82.75,98,62,63.27,116.05206640000002,-31.99663035,Non-government,Girls,Catholic
2016,40,Carine Senior High School,82.45,241,121,50.21,115.775848,-31.85299735,Government,Co-ed,Secular
2016,41,Great Southern Grammar,82.25,92,76,82.61,117.9707332,-34.94755539,Non-government,Co-ed,Christian
2016,41,John Paul College,82.25,72,53,73.61,121.47871540000001,-30.76410096,Non-government,Co-ed,Catholic
2016,41,Kennedy Baptist College,82.25,202,131,64.85,115.829647,-32.073356,Non-government,Co-ed,Baptist
2016,44,Carey Baptist College,82.2,140,96,68.57,115.9355423,-32.11159158,Non-government,Co-ed,Christian
2016,45,Woodvale Secondary College,82.15,268,121,45.15,115.7994712,-31.79154969,Government,Co-ed,Secular
2016,46,Bunbury Cathedral Grammar School,82.0,107,99,92.52,115.63864,-33.404668,Non-government,Co-ed,Christian
2016,47,Australian Islamic College - Dianella,81.85,86,68,79.07,115.8744467,-31.90293601,Non-government,Co-ed,Islam
2016,48,Mount Lawley Senior High School,81.65,233,171,73.39,115.8697493,-31.92122258,Government,Co-ed,Secular
2016,49,Wesley College,80.85,155,139,89.68,115.86593400000001,-31.97995555,Non-government,Boys,Christian
2016,50,Christian Brothers' College,80.7,128,78,60.94,115.7533646,-32.05178739,Non-government,Boys,Catholic
2016,51,Como Secondary College,80.6,95,56,58.95,115.8711551,-32.00366439,Government,Co-ed,Secular
2016,52,Melville Senior High School,80.55,141,57,40.43,115.80546129999999,-32.04631125,Government,Co-ed,Secular
2016,53,Sevenoaks Senior College,80.45,140,31,22.14,115.94230520000002,-32.01247925,Government,Co-ed,Secular
2016,54,Cape Naturaliste College,80.3,79,34,43.04,115.24388909999999,-33.67693545,Government,Co-ed,Secular
2016,55,Tranby College,80.2,83,46,55.42,115.8002428,-32.340570299999996,Non-government,Co-ed,Uniting
2016,56,Manea Senior College,80.05,227,83,36.56,115.65679750000001,-33.36775659,Government,Co-ed,Secular
2016,56,Swan Christian College,80.05,182,74,40.66,116.01175330000001,-31.85830659,Non-government,Co-ed,Christian
2016,58,Servite College,79.9,150,80,53.33,115.8336415,-31.90270449,Non-government,Co-ed,Catholic
2016,59,St Mark's Anglican Community School,79.8,171,140,81.87,115.74287279999999,-31.79848743,Non-government,Co-ed,Anglican
2016,60,Kingsway Christian College,79.65,87,75,86.21,115.8374044,-31.81156717,Non-government,Co-ed,Christian
2016,61,Manjimup Senior High School,79.55,104,35,33.65,116.133228,-34.233841999999996,Government,Co-ed,Secular
2016,62,Nagle Catholic College,79.4,151,96,63.58,114.60999309999998,-28.77776964,Non-government,Co-ed,Catholic
2016,63,Prendiville Catholic College,79.3,159,121,76.1,115.7396844,-31.75468355,Non-government,Co-ed,Catholic
2016,64,Leeming Senior High School,79.1,130,64,49.23,115.8564902,-32.07467304,Government,Co-ed,Secular
2016,65,Esperance Senior High School,79.05,130,60,46.15,121.86825800000001,-33.86017872,Government,Co-ed,Secular
2016,66,Duncraig Senior High School,78.95,206,107,51.94,115.767131,-31.82190527,Government,Co-ed,Secular
2016,67,Rehoboth Christian College,78.85,37,22,59.46,115.977924,-32.03161911,Non-government,Co-ed,Christian
2016,68,Kolbe Catholic College,78.8,173,99,57.23,115.75397269999999,-32.27997384,Non-government,Co-ed,Catholic
2016,69,Peter Moyes Anglican Community School,78.45,133,106,79.7,115.7075982,-31.67541576,Non-government,Co-ed,Anglican
2016,70,Balcatta Senior High School,78.2,89,30,33.71,115.8122429,-31.87551716,Government,Co-ed,Secular
2016,70,Providence Christian College,78.2,44,23,52.27,115.93669409999998,-32.09974606,Non-government,Co-ed,Christian
2016,72,Carmel Adventist College,78.15,36,26,72.22,116.09403710000001,-32.01473096,Non-government,Co-ed,Adventist
2016,73,Albany Senior High School,78.05,149,75,50.34,117.8917733,-35.02044765,Government,Co-ed,Secular
2016,74,Swan Valley Anglican Community School,77.65,45,31,68.89,115.98545159999998,-31.79434482,Non-government,Co-ed,Anglican
2016,75,Helena College,77.2,69,60,86.96,116.09143999999999,-31.90747,Government,Co-ed,Secular
2016,76,Mazenod College,76.95,124,83,66.94,116.0388409,-32.006679,Non-government,Boys,Catholic
2016,77,Bunbury Senior High School,76.75,106,39,36.79,115.63260770000001,-33.32746917,Government,Co-ed,Secular
2016,77,Kelmscott Senior High School,76.75,195,69,35.38,116.0110534,-32.12147619,Government,Co-ed,Secular
2016,79,Georgiana Molloy Anglican School,76.35,69,46,66.67,115.3815495,-33.6606425,Non-government,Co-ed,Anglican
2016,80,Frederick Irwin Anglican School,76.3,135,119,88.15,115.75308020000001,-32.50869435,Non-government,Co-ed,Anglican
2016,81,Greenwood College,75.9,118,28,23.73,115.7914439,-31.82628484,Government,Co-ed,Secular
2016,82,Northam Senior High School,75.7,101,27,26.73,116.66764909999999,-31.64725593,Government,Co-ed,Secular
2016,83,Lynwood Senior High School,75.6,255,52,20.39,115.91612959999999,-32.04190909,Government,Co-ed,Secular
2016,84,John Septimus Roe Anglican Community School,75.3,162,118,72.84,115.85670549999999,-31.85936631,Non-government,Co-ed,Anglican
2016,85,Mater Dei College,75.25,157,99,63.06,115.7765193,-31.76466034,Non-government,Co-ed,Catholic
2016,85,Mercy College,75.25,173,93,53.76,115.8575544,-31.84725114,Non-government,Co-ed,Catholic
2016,87,Denmark Senior High School,75.1,54,31,57.41,117.3645842,-34.95741408,Government,Co-ed,Secular
2016,88,La Salle College,74.95,207,97,46.86,116.004411,-31.87856979,Non-government,Co-ed,Catholic
2016,88,Mandurah Catholic College,74.95,160,82,51.25,115.73828600000002,-32.54895945,Non-government,Co-ed,Catholic
2016,90,Mandurah Baptist College,74.6,90,62,68.89,115.76011820000001,-32.47830702,Non-government,Co-ed,Baptist
2016,91,Emmanuel Catholic College,74.4,126,73,57.94,115.84006959999999,-32.12857818,Non-government,Co-ed,Catholic
2016,92,Seton Catholic College,74.35,144,86,59.72,115.7933707,-32.07269529,Non-government,Co-ed,Catholic
2016,93,Bunbury Catholic College,74.05,164,97,59.15,115.6614239,-33.34342203,Non-government,Co-ed,Catholic
2016,94,Lumen Christi College,74.0,129,58,44.96,116.0120135,-32.06737479,Non-government,Co-ed,Catholic
2016,95,Comet Bay College,73.6,233,59,25.32,115.7629996,-32.415805199999994,Government,Co-ed,Secular
2016,95,Living Waters Lutheran College,73.6,80,43,53.75,115.7544169,-32.34307717,Non-government,Co-ed,Lutheran
2016,97,Australind Senior High School,73.55,147,61,41.5,115.7284365,-33.27665965,Government,Co-ed,Secular
2016,97,Morley Senior High School,73.55,125,62,49.6,115.8836692,-31.873716899999998,Government,Co-ed,Secular
2016,99,Geraldton Grammar School,73.45,43,38,88.37,114.621025,-28.76195313,Non-government,Co-ed,Anglican
2016,100,Irene McCormack Catholic College,73.4,132,67,50.76,115.70944899999999,-31.65406275,Non-government,Co-ed,Catholic
2016,101,Ocean Reef Senior High School,73.3,218,88,40.37,115.7389749,-31.75879833,Government,Co-ed,Secular
2016,102,Lesmurdie Senior High School,73.2,157,88,56.05,116.05164309999999,-32.01252075,Government,Co-ed,Secular
2016,103,Broome Senior High School,73.1,86,36,41.86,122.23232639999999,-17.95614273,Government,Co-ed,Secular
2016,104,Busselton Senior High School,73.0,76,21,27.63,115.3250971,-33.657577200000006,Government,Co-ed,Secular
2016,105,Ellenbrook Secondary College,72.35,173,55,31.79,115.9642807,-31.78554916,Government,Co-ed,Secular
2016,106,Ashdale Secondary College,71.85,207,87,42.03,115.84149520000001,-31.81162275,Government,Co-ed,Secular
2016,107,Geraldton Senior High School,71.8,227,54,23.79,114.61170919999999,-28.78068474,Government,Co-ed,Secular
2016,108,Langford Islamic College,71.7,31,22,70.97,115.9371583,-32.04605574,Non-government,Co-ed,Islam
2016,109,John Forrest Secondary College,71.55,140,52,37.14,115.90088999999999,-31.90416352,Government,Co-ed,Secular
2016,110,Darling Range Sports College,71.2,120,28,23.33,116.01085970000001,-31.97566063,Government,Co-ed,Secular
2016,110,Kalamunda Senior High School,71.2,140,62,44.29,116.0561861,-31.97788079,Government,Co-ed,Secular
2016,112,Dalyellup College,70.7,88,34,38.64,115.62576729999999,-33.40385496,Government,Co-ed,Secular
2016,113,Canning Vale College,70.2,218,94,43.12,115.9227838,-32.08291838,Government,Co-ed,Secular
2016,114,Collie Senior High School,69.9,63,20,31.75,116.156535,-33.36307,Government,Co-ed,Secular
2016,115,Mindarie Senior College,69.45,425,151,35.53,115.7060496,-31.6769792,Non-government,Co-ed,Catholic
2016,116,Karratha Senior High School,69.4,83,21,25.3,116.8241249,-20.74695822,Government,Co-ed,Secular
2016,117,Grace Christian School,68.85,30,20,66.67,115.68107590000001,-33.33832794,Non-government,Co-ed,Christian
2016,117,John Wollaston Anglican Community School,68.85,73,39,53.42,116.007834,-32.104726,Non-government,Co-ed,Anglican
2016,119,Belridge Secondary College,68.75,129,42,32.56,115.76317590000001,-31.77038385,Government,Co-ed,Secular
2016,120,Hedland Senior High School,68.5,88,24,27.27,118.59861599999999,-20.39878872,Government,Co-ed,Secular
2016,121,Hampton Senior High School,67.75,95,25,26.32,115.92693,-31.89085713,Government,Co-ed,Secular
2016,122,St Luke's College,67.7,54,30,55.56,116.81744579999999,-20.75172597,Non-government,Co-ed,Catholic
2016,123,Safety Bay Senior High School,67.65,146,23,15.75,115.74096409999999,-32.30328609,Government,Co-ed,Secular
2016,124,Eastern Hills Senior High School,66.95,114,41,35.96,116.2200892,-31.87396818,Government,Co-ed,Secular
2016,125,Narrogin Senior High School,66.85,87,32,36.78,117.1914239,-32.93810289,Government,Co-ed,Secular
2016,126,Kent Street Senior High School,66.35,124,62,50.0,115.8926602,-31.98570399,Government,Co-ed,Secular
2016,127,Aranmore Catholic College,65.7,83,45,54.22,115.8431695,-31.92706854,Non-government,Co-ed,Catholic
2016,128,Wanneroo Secondary College,65.25,143,47,32.87,115.81513329999999,-31.7578766,Government,Co-ed,Secular
2016,129,Ballajura Community College,65.1,262,118,45.04,115.8934345,-31.84474671,Government,Co-ed,Secular
2016,130,Woodthorpe School,64.35,38,24,63.16,115.90172,-32.05654,Non-government,Co-ed,Brethren Christian
2016,131,Quinns Baptist College,63.65,70,46,65.71,115.71019640000002,-31.67618587,Non-government,Co-ed,Baptist
2016,132,Clarkson Community High School,63.15,106,24,22.64,115.72672720000001,-31.67744562,Government,Co-ed,Secular
2016,133,Atwell College,62.9,159,43,27.04,115.86414620000001,-32.14395682,Government,Co-ed,Secular
2016,134,Halls Head College,62.3,134,33,24.63,115.69424040000001,-32.55444963,Government,Co-ed,Secular
2016,135,Rockingham Senior High School,61.5,110,26,23.64,115.7355203,-32.28495172,Government,Co-ed,Secular
2016,136,Ellenbrook Christian College,60.75,46,29,63.04,115.95917800000001,-31.786783000000003,Non-government,Co-ed,Christian
2016,137,Pinjarra Senior High School,60.6,91,20,21.98,115.8726662,-32.63343063,Government,Co-ed,Secular
2016,138,John Tonkin College,59.65,113,30,26.55,115.756358,-32.51758689,Government,Co-ed,Secular
2016,139,Thornlie Senior High School,58.45,125,35,28.0,115.95964099999999,-32.06627622,Government,Co-ed,Secular
2016,140,Lakeland Senior High School,57.7,89,27,30.34,115.84591370000001,-32.10905514,Government,Co-ed,Secular
2016,141,Newton Moore Senior High School,56.95,90,35,38.89,115.63542140000001,-33.359211,Government,Co-ed,Secular
2016,142,Foundation Christian College,50.65,35,26,74.29,115.76228880000001,-32.52931617,Non-government,Co-ed,Christian
2016,143,Warnbro Community High School,45.3,171,48,28.07,115.75909640000002,-32.34556923,Government,Co-ed,Secular
2017,1,Perth Modern School,95.9,223,222,99.55,115.83639579999999,-31.94506602,Government,Co-ed,Secular
2017,2,St Hilda's Anglican School for Girls,93.6,142,133,93.66,115.767812,-32.005047,Non-government,Girls,Anglican
2017,3,Christ Church Grammar School,92.45,182,159,87.36,115.7769868,-31.98546117,Non-government,Boys,Anglican
2017,4,Penrhos College,91.2,139,119,85.61,115.87253940000001,-31.99743072,Non-government,Girls,Uniting
2017,5,St Mary's Anglican Girls' School,90.95,174,157,90.23,115.766244,-31.87697112,Non-government,Girls,Anglican
2017,6,Santa Maria College,89.9,166,125,75.3,115.795823,-32.018614,Non-government,Girls,Catholic
2017,7,John XXIII College,89.8,161,140,86.96,115.78479879999999,-31.9599189,Non-government,Co-ed,Catholic
2017,8,Manjimup Senior High School,89.6,94,28,29.79,116.133228,-34.233841999999996,Government,Co-ed,Secular
2017,8,Presbyterian Ladies' College,89.6,116,111,95.69,115.76490600000001,-31.993592,Non-government,Girls,Uniting
2017,10,Carmel School,89.55,38,34,89.47,115.86207490000001,-31.89910743,Non-government,Co-ed,Jewish
2017,11,Perth College,89.45,137,120,87.59,115.87548090000001,-31.93117853,Non-government,Girls,Catholic
2017,12,Hale School,89.3,187,172,91.98,115.7837828,-31.91232249,Non-government,Boys,Anglican
2017,13,Willetton Senior High School,89.15,395,272,68.86,115.8792246,-32.06131317,Government,Co-ed,Secular
2017,14,Iona Presentation College,89.1,149,115,77.18,115.76773490000002,-32.00852636,Non-government,Girls,Catholic
2017,15,Rossmoyne Senior High School,88.95,349,288,82.52,115.8705457,-32.04626472,Government,Co-ed,Secular
2017,16,Shenton College,88.8,287,211,73.52,115.803008,-31.95969986,Government,Co-ed,Secular
2017,17,All Saints' College,88.65,131,120,91.6,115.867023,-32.04946998,Non-government,Co-ed,Anglican
2017,18,St Norbert College,87.6,126,51,40.48,115.94034429999999,-32.00436432,Non-government,Co-ed,Catholic
2017,19,Methodist Ladies' College,87.5,143,137,95.8,115.77554029999999,-31.98701169,Non-government,Girls,Methodist
2017,20,John Calvin Christian College,87.35,42,31,73.81,116.0066034,-32.14876453,Non-government,Co-ed,Christian
2017,21,Ursula Frayne Catholic College,87.0,145,89,61.38,115.8990335,-31.97297817,Non-government,Co-ed,Catholic
2017,22,Trinity College,86.65,182,131,71.98,115.88257659999998,-31.96013472,Non-government,Boys,Catholic
2017,23,Churchlands Senior High School,86.6,336,226,67.26,115.7899902,-31.91728978,Government,Co-ed,Secular
2017,24,Sacred Heart College,86.45,227,155,68.28,115.74656999999999,-31.82737166,Non-government,Co-ed,Catholic
2017,25,Applecross Senior High School,86.15,229,158,69.0,115.83509,-32.029376,Government,Co-ed,Secular
2017,26,Swan Valley Anglican Community School,85.95,61,29,47.54,115.98545159999998,-31.79434482,Non-government,Co-ed,Anglican
2017,27,Scotch College,85.8,184,159,86.41,115.7731945,-31.98113329,Non-government,Boys,Christian
2017,28,Lynwood Senior High School,85.7,225,41,18.22,115.91612959999999,-32.04190909,Government,Co-ed,Secular
2017,29,John Curtin College of the Arts,85.15,220,170,77.27,115.75622379999999,-32.04863279,Government,Co-ed,Secular
2017,30,Great Southern Grammar,85.0,83,59,71.08,117.9707332,-34.94755539,Non-government,Co-ed,Christian
2017,31,Bunbury Cathedral Grammar School,84.9,93,78,83.87,115.63864,-33.404668,Non-government,Co-ed,Christian
2017,32,Wesley College,84.85,156,124,79.49,115.86593400000001,-31.97995555,Non-government,Boys,Christian
2017,33,Mercedes College,84.3,151,130,86.09,115.8670832,-31.95623304,Non-government,Girls,Catholic
2017,34,Chisholm Catholic College,84.1,295,187,63.39,115.90056470000002,-31.91151257,Non-government,Co-ed,Catholic
2017,35,Kolbe Catholic College,83.75,168,75,44.64,115.75397269999999,-32.27997384,Non-government,Co-ed,Catholic
2017,36,Greenwood College,83.55,124,31,25.0,115.7914439,-31.82628484,Government,Co-ed,Secular
2017,37,Duncraig Senior High School,83.45,189,92,48.68,115.767131,-31.82190527,Government,Co-ed,Secular
2017,38,Carine Senior High School,83.2,185,102,55.14,115.775848,-31.85299735,Government,Co-ed,Secular
2017,39,St Mark's Anglican Community School,83.1,163,124,76.07,115.74287279999999,-31.79848743,Non-government,Co-ed,Anglican
2017,40,Corpus Christi College,82.85,207,146,70.53,115.84290559999998,-32.05699614,Non-government,Co-ed,Catholic
2017,41,Lake Joondalup Baptist College,82.6,137,92,67.15,115.7614206,-31.73747504,Non-government,Co-ed,Baptist
2017,42,Georgiana Molloy Anglican School,82.4,69,45,65.22,115.3815495,-33.6606425,Non-government,Co-ed,Anglican
2017,43,Woodvale Secondary College,82.3,219,99,45.21,115.7994712,-31.79154969,Government,Co-ed,Secular
2017,44,Christian Brothers' College,82.15,129,72,55.81,115.7533646,-32.05178739,Non-government,Boys,Catholic
2017,45,Cape Naturaliste College,82.0,74,28,37.84,115.24388909999999,-33.67693545,Government,Co-ed,Secular
2017,45,Prendiville Catholic College,82.0,158,107,67.72,115.7396844,-31.75468355,Non-government,Co-ed,Catholic
2017,47,Swan Christian College,81.85,173,79,45.66,116.01175330000001,-31.85830659,Non-government,Co-ed,Christian
2017,48,Denmark Senior High School,81.55,44,22,50.0,117.3645842,-34.95741408,Government,Co-ed,Secular
2017,48,John Septimus Roe Anglican Community School,81.55,166,111,66.87,115.85670549999999,-31.85936631,Non-government,Co-ed,Anglican
2017,50,Ocean Reef Senior High School,81.4,152,56,36.84,115.7389749,-31.75879833,Government,Co-ed,Secular
2017,51,Bunbury Catholic College,81.2,193,100,51.81,115.6614239,-33.34342203,Non-government,Co-ed,Catholic
2017,52,Aquinas College,80.85,175,124,70.86,115.86175379999999,-32.02617519,Non-government,Boys,Catholic
2017,52,Guildford Grammar School,80.85,107,83,77.57,115.98189199999999,-31.894036,Non-government,Co-ed,Anglican
2017,52,Mazenod College,80.85,125,73,58.4,116.0388409,-32.006679,Non-government,Boys,Catholic
2017,55,Margaret River Senior High School,80.75,105,49,46.67,115.07467140000001,-33.95431827,Government,Co-ed,Secular
2017,56,Ashdale Secondary College,80.65,205,76,37.07,115.84149520000001,-31.81162275,Government,Co-ed,Secular
2017,56,John Wollaston Anglican Community School,80.65,61,29,47.54,116.007834,-32.104726,Non-government,Co-ed,Anglican
2017,56,Tranby College,80.65,92,43,46.74,115.8002428,-32.340570299999996,Non-government,Co-ed,Uniting
2017,59,Melville Senior High School,80.6,176,87,49.43,115.80546129999999,-32.04631125,Government,Co-ed,Secular
2017,60,Esperance Senior High School,80.55,125,35,28.0,121.86825800000001,-33.86017872,Government,Co-ed,Secular
2017,61,Peter Carnley Anglican Community School,80.45,47,26,55.32,115.8149145,-32.25710348,Non-government,Co-ed,Anglican
2017,62,Servite College,80.1,127,80,62.99,115.8336415,-31.90270449,Non-government,Co-ed,Catholic
2017,63,Broome Senior High School,80.05,101,41,40.59,122.23232639999999,-17.95614273,Government,Co-ed,Secular
2017,64,Frederick Irwin Anglican School,80.0,155,130,83.87,115.75308020000001,-32.50869435,Non-government,Co-ed,Anglican
2017,65,Comet Bay College,79.9,212,54,25.47,115.7629996,-32.415805199999994,Government,Co-ed,Secular
2017,65,Mandurah Catholic College,79.9,170,91,53.53,115.73828600000002,-32.54895945,Non-government,Co-ed,Catholic
2017,67,Kennedy Baptist College,79.6,183,110,60.11,115.829647,-32.073356,Non-government,Co-ed,Baptist
2017,68,St Joseph's College,79.55,32,21,65.63,117.902192,-34.997944,Non-government,Co-ed,Catholic
2017,69,La Salle College,79.5,206,93,45.15,116.004411,-31.87856979,Non-government,Co-ed,Catholic
2017,70,Mount Lawley Senior High School,79.45,225,160,71.11,115.8697493,-31.92122258,Government,Co-ed,Secular
2017,71,Lesmurdie Senior High School,79.35,177,88,49.72,116.05164309999999,-32.01252075,Government,Co-ed,Secular
2017,72,St Brigid's College,79.3,101,61,60.4,116.05206640000002,-31.99663035,Non-government,Girls,Catholic
2017,73,Carey Baptist College,79.25,120,79,65.83,115.9355423,-32.11159158,Non-government,Co-ed,Christian
2017,74,Kingsway Christian College,79.2,92,79,85.87,115.8374044,-31.81156717,Non-government,Co-ed,Christian
2017,74,Providence Christian College,79.2,76,33,43.42,115.93669409999998,-32.09974606,Non-government,Co-ed,Christian
2017,76,Ellenbrook Secondary College,79.1,162,22,13.58,115.9642807,-31.78554916,Government,Co-ed,Secular
2017,77,Newman College,79.0,158,107,67.72,115.7873551,-31.9231958,Non-government,Co-ed,Catholic
2017,77,St Stephen's School - Carramar,79.0,94,59,62.77,115.78828,-31.71704,Non-government,Co-ed,Christian
2017,79,Leeming Senior High School,78.8,138,62,44.93,115.8564902,-32.07467304,Government,Co-ed,Secular
2017,80,Canning Vale College,78.6,254,95,37.4,115.9227838,-32.08291838,Government,Co-ed,Secular
2017,80,Nagle Catholic College,78.6,164,82,50.0,114.60999309999998,-28.77776964,Non-government,Co-ed,Catholic
2017,82,Governor Stirling Senior High School,78.1,134,42,31.34,115.98880559999999,-31.88893826,Government,Co-ed,Secular
2017,83,Albany Senior High School,77.75,138,80,57.97,117.8917733,-35.02044765,Government,Co-ed,Secular
2017,83,Aranmore Catholic College,77.75,93,38,40.86,115.8431695,-31.92706854,Non-government,Co-ed,Catholic
2017,85,St Stephen's School - Duncraig,77.4,123,111,90.24,115.7806424,-31.819274800000002,Non-government,Co-ed,Christian
2017,86,Seton Catholic College,77.15,163,95,58.28,115.7933707,-32.07269529,Non-government,Co-ed,Catholic
2017,87,John Tonkin College,76.95,105,23,21.9,115.756358,-32.51758689,Government,Co-ed,Secular
2017,88,Manea Senior College,76.85,248,119,47.98,115.65679750000001,-33.36775659,Government,Co-ed,Secular
2017,89,Bunbury Senior High School,76.7,102,49,48.04,115.63260770000001,-33.32746917,Government,Co-ed,Secular
2017,89,Mercy College,76.7,181,96,53.04,115.8575544,-31.84725114,Non-government,Co-ed,Catholic
